title,description,publishedAt,category,temizlenmis_title,temizlenmis_description,source
Trump'a iyi haber: Kısmi dokunulmazlık,"ABD Yüksek Mahkemesi, hakkındaki 6 Ocak Kongre baskınındaki rolü ve 2020 Başkanlık seçimlerine müdahale iddiaları için eski Başkan Donald Trump'ın ""bazı konularda dokunulmazlığı"" bulunduğuna hükmetti.",2024-07-01T16:05:03Z,politics,trumpa iyi haber kısmi dokunulmazlık,abd yüksek mahkemesi hakkındaki ocak kongre baskınındaki rolü başkanlık seçimlerine müdahale iddiaları için eski başkan donald trumpın bazı konularda dokunulmazlığı bulunduğuna hükmetti,Odatv.com
Yanan ormanlardan iyi haber var,"Muğla'da geçtiğimiz yıllarda meydana gelen yangınlarda zarar gören ormanlık alanlar, yoğun çalışmalarla yeniden yaşarmaya başladı.",2024-07-03T17:46:06Z,other,yanan ormanlardan iyi haber var,muğlada geçtiğimiz yıllarda meydana gelen yangınlarda zarar gören ormanlık alanlar yoğun çalışmalarla yeniden yaşarmaya başladı,Odatv.com
İbrahim Çelikkol'dan korkutan haber,"Motor tutkusuyla bilinen oyuncu İbrahim Çelikkol, geçirdiği kaza nedeniyle kaburgalarından ve omzundan yaralandı.",2024-06-25T03:58:07Z,entertainment,ibrahim çelikkoldan korkutan haber,motor tutkusuyla bilinen oyuncu ibrahim çelikkol geçirdiği kaza nedeniyle kaburgalarından omzundan yaralandı,Odatv.com
Engin Polat'a kötü haber,Kara para aklama davasında savcılık örgüt yöneticisi konumunda bulunan Engin Polat hakkında 39 yıl hapis cezası talep etti,2024-07-10T18:00:43Z,entertainment,engin polata kötü haber,kara para aklama davasında savcılık örgüt yöneticisi konumunda bulunan engin polat hakkında yıl hapis cezası talep etti,Odatv.com
Kadir İnanır'dan kötü haber,Üç gündür yoğun bakımda olan Kadir İnanır'ın sağlık durumu hayranları tarafından büyük bir merakla takip ediliyor. Yeşilçam'ın efsanevi oyuncusunun sağlık durumu hakkında yeni gelişmeler var. İşte Kadir İnanır'ın son durumu...,2024-07-12T09:19:11Z,entertainment,kadir inanırdan kötü haber,üç gündür yoğun bakımda olan kadir inanırın sağlık durumu hayranları tarafından büyük merakla takip ediliyor yeşilçamın efsanevi oyuncusunun sağlık durumu hakkında yeni gelişmeler var kadir inanırın son durumu,Odatv.com
Kate Middleton'dan haber var,"Kanser tedavisi nedeniyle sosyal yaşamdan uzak durmak zorunda kalan Kate Middleton'un, Wimbledon Tenis Turnuvası finaline gideceği açıklandı",2024-07-13T13:11:03Z,sports,kate middletondan haber var,kanser tedavisi nedeniyle sosyal yaşamdan uzak durmak zorunda kalan kate middletonun wimbledon tenis turnuvası finaline gideceği açıklandı,Odatv.com
Pençe Kilit'ten acı haber,"Milli Savunma Bakanlığı (MSB), Pençe-Kilit Operasyonu bölgesinde bir askerimizin şehit olduğunu açıkladı.",2024-07-04T19:29:30Z,other,pençe kilitten acı haber,milli savunma bakanlığı msb pençekilit operasyonu bölgesinde askerimizin şehit olduğunu açıkladı,Odatv.com
Serena Williams'ı yıkan haber,"Tenis efsanesi Serena Williams'ın eşi, yakalandığı amansız hastalığı açıkladı",2024-07-17T08:30:51Z,sports,serena williamsı yıkan haber,tenis efsanesi serena williamsın eşi yakalandığı amansız hastalığı açıkladı,Odatv.com
Batman'dan kahreden haber! Öldüren 'ses'...,Batman'da kahreden bir olay yaşandı. Kentte sabah saatlerinde balkonda uyuduğu sırada gök gürültüsünden korkup kalp krizi geçiren 23 yaşındaki Büşra Ceren İmir hayatını kaybetti.,2024-07-11T12:48:00Z,other,batmandan kahreden haber öldüren ses,batmanda kahreden olay yaşandı kentte sabah saatlerinde balkonda uyuduğu sırada gök gürültüsünden korkup kalp krizi geçiren yaşındaki büşra ceren imir hayatını kaybetti,Haber7.com
Selin'den 66 gündür haber alınamıyor!,"Manisa'nın Şehzadeler ilçesinde annesinin evinden ""Babama gidiyorum” diyerek çıkan Selin Öztürk'ten (22), 66 gündür haber alınamıyor.",2024-06-22T07:34:00Z,other,selinden gündür haber alınamıyor,manisanın şehzadeler ilçesinde annesinin evinden babama gidiyorum diyerek çıkan selin öztürkten gündür haber alınamıyor,Haber7.com
Yaşlı kadın evinde ölü bulundu,"Çorum'da bir süredir kendisinden haber alınamayan 86 yaşındaki Sündüs Ülker, evinde ölü bulundu. Vücudunda darp ya da kesi izine rastlanmayan Ülker'in kesin ölüm nedeni, yapılacak otopsi sonucu belirlenecek",2024-07-15T04:12:42Z,other,yaşlı kadın evinde ölü bulundu,çorumda süredir kendisinden haber alınamayan yaşındaki sündüs ülker evinde ölü bulundu vücudunda darp kesi izine rastlanmayan ülkerin kesin ölüm nedeni yapılacak otopsi sonucu belirlenecek,Haberturk.com
"Kayserispor’a, Majid Hosseini’den kötü haber","Kayserispor’un İranlı savunma oyuncusu Majid Hosseini yeniden ameliyat oldu. Deneyimli savunmacı, sezonun ilk yarısında forma giyemeyecek.",2024-07-11T08:56:00Z,sports,kayserispora majid hosseiniden kötü haber,kayserisporun iranlı savunma oyuncusu majid hosseini yeniden ameliyat oldu deneyimli savunmacı sezonun ilk yarısında forma giyemeyecek,Haber7.com
Di Maria'dan Beşiktaş'a kötü haber!,"Beşiktaş'ın gündeminde olan Angel Di Maria, Benfica ile olan sözleşmesini Haziran 2025'e kadar uzattı.",2024-07-11T20:10:00Z,sports,di mariadan beşiktaşa kötü haber,beşiktaşın gündeminde olan angel di maria benfica olan sözleşmesini haziran e uzattı,Haber7.com
Gözler yaşlı: Xbox Game Pass için kara haber geldi!,"Bu hafta içerisinde oyuncuların kafasında soru işaretleri oluşturan Microsoft, Game Pass için önemli açıklamalar yaptı. Ancak haberler kötü..",2024-07-16T07:00:00Z,technology,gözler yaşlı xbox game pass için kara haber geldi,hafta içerisinde oyuncuların kafasında soru işaretleri oluşturan microsoft game pass için önemli açıklamalar yaptı haberler kötü,Shiftdelete.net
"Samsung Galaxy S25 serisi, üç yerine iki modelle gelebilir","Yeni bir haber, Samsung Galaxy S25 serisinin üç yerine iki farklı modelle geleceğini iddia ediyor. Peki seride hangi model olmayacak?",2024-07-04T12:05:51Z,technology,samsung galaxy s serisi üç yerine iki modelle gelebilir,yeni haber samsung galaxy s serisinin üç yerine iki farklı modelle geleceğini iddia ediyor peki seride hangi model olmayacak,Chip.com.tr
Arnavutköy’de drifte 93 bin 306 lira ceza,"İstanbul'un Arnavutköy ilçesinde F.C. ve M.A. trafikte drift atıp, o anları görüntüledi. Yaşanan anlar bir başka vatandaş tarafından da cep telefonu kamerası ile kaydedilip polise haber verilince görüntülerden tespit edilen 2 şahsa toplam 93 bin lira ceza kes…",2024-07-12T06:24:37Z,other,arnavutköyde drifte bin lira ceza,istanbulun arnavutköy ilçesinde fc ma trafikte drift atıp anları görüntüledi yaşanan anlar başka vatandaş tarafından cep telefonu kamerası kaydedilip polise haber verilince görüntülerden tespit edilen şahsa toplam bin lira ceza kes,Hurriyet.com.tr
Kaza şüphesi doğru çıktı! Yakınlarını ararken yıkıldılar,"Sakarya'nın Karasu ilçesinde yakınlarının haber alamadığı Eyüp Nesil'in kazada hayatını kaybettiği belirlendi. Akrabaları, Nesil'in kullandığı aracı su kanalına devrilmiş ve çalışır halde buldu",2024-07-08T11:18:30Z,other,kaza şüphesi doğru çıktı yakınlarını ararken yıkıldılar,sakaryanın karasu ilçesinde yakınlarının haber alamadığı eyüp nesilin kazada hayatını kaybettiği belirlendi akrabaları nesilin kullandığı aracı su kanalına devrilmiş çalışır halde buldu,Haberturk.com
Di Maria imzayı atıyor!,"Beşiktaş'a Angel Di Maria transferinde kötü haber geldi. Portekiz basınında yer alan haberlere göre Arjantinli yıldız, Benfica ile yeniden anlaşmaya vardı.",2024-07-12T07:28:06Z,sports,di maria imzayı atıyor,beşiktaşa angel di maria transferinde kötü haber geldi portekiz basınında yer alan haberlere göre arjantinli yıldız benfica yeniden anlaşmaya vardı,Haberturk.com
Arkadaşları ulaşamadı! Genç kız ölü bulundu!,"SON DAKİKA HABERİ: Denizli Pamukkale'de, arkadaşlarının haber alamadığı 19 yaşındaki Aliye Hakan, yaşadığı apart dairesinde ölü olarak bulundu. Genç kızın şüpheli ölümüyle ilgili soruşturma başlatıldı",2024-07-09T09:03:41Z,other,arkadaşları ulaşamadı genç kız ölü bulundu,son dakika haberi denizli pamukkalede arkadaşlarının haber alamadığı yaşındaki aliye hakan yaşadığı apart dairesinde ölü olarak bulundu genç kızın şüpheli ölümüyle ilgili soruşturma başlatıldı,Haberturk.com
Haluk Levent'ten hayranlarını korkutan haber,AHBAP'ın kurucu başkanı Haluk Levent dün Antalya'da verdiği konser sonrası hastaneye kaldırıldı. Hastanede olan Levent'in sağlık durumunun iyi olduğu öğrenildi.,2024-07-05T08:53:49Z,entertainment,haluk leventten hayranlarını korkutan haber,ahbapın kurucu başkanı haluk levent dün antalyada verdiği konser sonrası hastaneye kaldırıldı hastanede olan leventin sağlık durumunun iyi olduğu öğrenildi,Odatv.com
Kadir Ezildi'den hayranlarını sevindiren haber,Renkli kişiliği ve temizlik tutkusu ile kısa sürede adını tüm Türkiye'ye duyuran fenomen sunucu Kadir Ezildi'den hayranlarını sevindiren haber geldi.,2024-07-05T10:29:12Z,entertainment,kadir ezildiden hayranlarını sevindiren haber,renkli kişiliği temizlik tutkusu kısa sürede adını tüm türkiyeye duyuran fenomen sunucu kadir ezildiden hayranlarını sevindiren haber geldi,Odatv.com
Veli Eren’den 1 yıldır iz yok,"Eğlenmek için İzmir Alaçatı’ya giden ve 16 Temmuz 2023’ten beri kendisinden haber alınamayan, Veli Eren Atay’ın kaybolmasının üzerinden bir yıl geçti. Her yer arandı ancak Atay’ın izine rastlanmadı. Acılı anne Ebru Atay, “İşimiz ihbara kaldı” dedi.",2024-07-13T04:00:00Z,other,veli erenden yıldır iz yok,eğlenmek için izmir alaçatıya giden temmuz ten beri kendisinden haber alınamayan veli eren atayın kaybolmasının üzerinden yıl geçti yer arandı atayın izine rastlanmadı acılı anne ebru atay işimiz ihbara kaldı dedi,Hurriyet.com.tr
Profesör için kayıp başvurusu!,Eskişehir Teknik Üniversitesi öğretim görevlisi Prof. Dr. Bekir Karasu'dan 4 gündür haber alınamıyor. Ailesinin kayıp başvurusu üzerine Karasu için arama çalışması başlatıldı,2024-06-30T10:43:39Z,other,profesör için kayıp başvurusu,eskişehir teknik üniversitesi öğretim görevlisi prof dr bekir karasudan gündür haber alınamıyor ailesinin kayıp başvurusu üzerine karasu için arama çalışması başlatıldı,Haberturk.com
Real Madrid'de Arda Güler kararı!,"İspanyol basını, Arda Güler'in Real Madrid'deki geleceği ile ilgili flaş bir haber yaptı. Öte yandan TFF'nin hazırladığı özel videoda Arda Güler'in telefonuna gelen mesajlar sosyal medyayı salladı",2024-06-28T13:19:44Z,sports,real madridde arda güler kararı,ispanyol basını arda gülerin real madriddeki geleceği ilgili flaş haber yaptı öte yandan tffnin hazırladığı özel videoda arda gülerin telefonuna gelen mesajlar sosyal medyayı salladı,Haberturk.com
"""Yaradan oğlumuzu bize bağışladı""","Eşi Tolga Savacı'nın ani vefatıyla sarsılan yazar Nermin Bezmen, oğlunun yoğun bakımda olduğunu duyurmuş ve dua istemişti. Ünlü ismin oğlu Cazım Bezmen'den müjdeli haber geldi",2024-07-02T14:41:21Z,other,yaradan oğlumuzu bize bağışladı,eşi tolga savacının ani vefatıyla sarsılan yazar nermin bezmen oğlunun yoğun bakımda olduğunu duyurmuş dua istemişti ünlü ismin oğlu cazım bezmenden müjdeli haber geldi,Haberturk.com
Fenerbahçe'ye Moise Kean'den kötü haber,Fiorentina'nın Juventus'tan Moise Kean'i kadrosuna katmak üzere olduğu öne sürüldü. Kean'in adı Fenerbahçe ile de anılıyordu.,2024-06-27T15:20:00Z,sports,fenerbahçeye moise keanden kötü haber,fiorentinanın juventustan moise keani kadrosuna katmak üzere olduğu öne sürüldü keanin adı fenerbahçe anılıyordu,Odatv.com
Zonguldak'tan kötü haber: Cansız bedenine ulaşıldı,Zonguldak'ta denizde kaybolan kişinin cansız bedenine ulaşıldı.,2024-07-15T04:23:01Z,other,zonguldaktan kötü haber cansız bedenine ulaşıldı,zonguldakta denizde kaybolan kişinin cansız bedenine ulaşıldı,Odatv.com
"AA'nın öncülüğünde hazırlanan ""Yeşil Hattımız: Çevre"" sergisi Ankara'da açıldı","AA öncülüğünde İspanyol EFE haber ajansı, İtalyan ANSA ajansı ve Yunanistan Haber Ajansının (AMNA) katkılarıyla hazırlanan ve iklim değişikliği ile çevre konularını ele alan ""Yeşil Hattımız: Çevre"" isimli fotoğraf sergisi, başkent Ankara'da açıldı. - Anadolu …",2024-07-18T13:41:06Z,other,aanın öncülüğünde hazırlanan yeşil hattımız çevre sergisi ankarada açıldı,aa öncülüğünde ispanyol efe haber ajansı italyan ansa ajansı yunanistan haber ajansının amna katkılarıyla hazırlanan iklim değişikliği çevre konularını ele alan yeşil hattımız çevre isimli fotoğraf sergisi başkent ankarada açıldı anadolu,Anadolu Agency
Pençe-Kilit'ten acı haber geldi,"Milli Savunma Bakanlığı, Pençe Kilit Operasyonu bölgesinde arama tarama faaliyeti esnasında EYP patlaması sonucu yaralanan ve Gülhane Eğitim ve Araştırma Hastanesi'nde tedavisi devam eden Piyade Yarbay Demirkan'ın yapılan tüm müdahalelere rağmen kurtarılamaya…",2024-07-19T21:26:09Z,other,pençekilitten acı haber geldi,milli savunma bakanlığı pençe kilit operasyonu bölgesinde arama tarama faaliyeti esnasında eyp patlaması sonucu yaralanan gülhane eğitim araştırma hastanesinde tedavisi devam eden piyade yarbay demirkanın yapılan tüm müdahalelere rağmen kurtarılamaya,Odatv.com
Cinsiyet değiştirenlere kötü haber: O başvuru reddediliyor,"Cinsiyet değiştirme ameliyatları sonrası yaşanan bir olay gündem oldu. Cinsiyet değiştirerek kadın olan bir kişinin, Sosyal Sigortalar Kurumu'na başvurarak ölen babasının maaşını almak için verdiği dilekçeye gelen cevap merak uyandırdı.",2024-06-22T10:47:01Z,other,cinsiyet değiştirenlere kötü haber başvuru reddediliyor,cinsiyet değiştirme ameliyatları sonrası yaşanan olay gündem oldu cinsiyet değiştirerek kadın olan kişinin sosyal sigortalar kurumuna başvurarak ölen babasının maaşını almak için verdiği dilekçeye gelen cevap merak uyandırdı,Odatv.com
"Fenerbahçeliler'e kötü haber... Lugano, bilet satmayacak",UEFA şampiyonalar Ligi 2. Eleme Turu'nda Fenerbahçe'nin rakibi Lugano Türk taraftarlara bilet satılmayacağını duyurdu.,2024-07-01T07:37:15Z,sports,fenerbahçelilere kötü haber lugano bilet satmayacak,uefa şampiyonalar ligi eleme turunda fenerbahçenin rakibi lugano türk taraftarlara bilet satılmayacağını duyurdu,Odatv.com
Ancelotti'ye kötü haber! 2025'e kadar yok,Carlo Ancelotti'nin çalıştırdığı Real Madrid'in tecrübeli yıldızı David Alaba'nın sakatlığı beklenenden kötü çıktı. David Alaba'nın 2025'e kadar forma giyemeyeceği konuşuluyor.,2024-07-09T17:33:00Z,sports,ancelottiye kötü haber e yok,carlo ancelottinin çalıştırdığı real madridin tecrübeli yıldızı david alabanın sakatlığı beklenenden kötü çıktı david alabanın e forma giyemeyeceği konuşuluyor,Haber7.com
Baraj gölünde kaybolan gençten acı haber geldi,Adana'da dün yüzmek için girdiği Seyhan Baraj Gölü'nde kaybolan Muharrem Akkoç'un (19) cansız bedenine ulaşıldı.,2024-07-09T05:59:00Z,other,baraj gölünde kaybolan gençten acı haber geldi,adanada dün yüzmek için girdiği seyhan baraj gölünde kaybolan muharrem akkoçun cansız bedenine ulaşıldı,Haber7.com
Konya'dan yürekleri yakan haber! Alevlerin içerisinde kaldılar,Konya'nın Kulu ilçesinde bir evde çıkan yangında 2 kişi yaşamını yitirdi.,2024-07-10T05:51:00Z,other,konyadan yürekleri yakan haber alevlerin içerisinde kaldılar,konyanın kulu ilçesinde evde çıkan yangında kişi yaşamını yitirdi,Haber7.com
Denize giren polis memurundan acı haber,"Sarıyer'de kuzeniyle birlikte denize giren polis memuru Numan Çebi, akıntıya kapılması sonucu boğularak hayatını kaybetti. Kurtarılan kuzeni Serdar Kocaman ise kaldırıldığı hastanede yoğun bakım sevisinde tedavi altına alındı.",2024-07-16T09:06:00Z,other,denize giren polis memurundan acı haber,sarıyerde kuzeniyle birlikte denize giren polis memuru numan çebi akıntıya kapılması sonucu boğularak hayatını kaybetti kurtarılan kuzeni serdar kocaman ise kaldırıldığı hastanede yoğun bakım sevisinde tedavi altına alındı,Haber7.com
Batman'da haber alınamayan öğretmen evinde ölü bulundu,"Batman'da, bir süredir kendisinden haber alınamayan 48 yaşındaki öğretmen evinde ölü bulundu.",2024-07-08T12:12:03Z,other,batmanda haber alınamayan öğretmen evinde ölü bulundu,batmanda süredir kendisinden haber alınamayan yaşındaki öğretmen evinde ölü bulundu,Odatv.com
"Son dakika: Servet Yardımcı, TFF Başkanlığı için adaylıktan çekildiğini açıkladı!","Türkiye Futbol Federasyonu'nda yapılacak olan başkanlık seçimi için daha önce adaylığını açıklayan Servet Yardımcı, karar değiştirdiğini duyurdu.",2024-07-11T12:53:21Z,sports,son dakika servet yardımcı tff başkanlığı için adaylıktan çekildiğini açıkladı,türkiye futbol federasyonunda yapılacak olan başkanlık seçimi için önce adaylığını açıklayan servet yardımcı karar değiştirdiğini duyurdu,Hurriyet.com.tr
