category,temizlenmis_title,temizlenmis_description,title_sentiment_label,description_sentiment_label,title_sentiment,description_sentiment,source,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
entertainment,sürpriz teklifin perde arkasını anlattı kafamda hayal ettiğim gibi olmadı,camdaki kız dizisiyle tanınan feyyaz şerifoğlu italyanın capri adasında evlenme teklifi ettiği sevgilisi kanal d haber spikeri merve dinçkol önceki gün istanbul havalimanında görüntülendi,negative,negative,[0.9954472  0.00455273],[0.98571926 0.01428076],Hurriyet.com.tr,"['sürpriz', 'teklifin', 'perde', 'arkasını', 'anlattı', 'kafamda', 'hayal', 'ettiğim', 'gibi', 'olmadı']","['sürpriz', 'teklif', 'per', 'arka', 'anlat', 'kafa', 'hayal', 'et', 'gibi', 'ol']","['camda', 'ki', 'kız', 'dizisiyle', 'tanınan', 'feyyaz', 'şerifoğlu', 'italyanın', 'capri', 'adasında', 'evlenme', 'teklifi', 'ettiği', 'sevgilisi', 'kanal', 'd', 'haber', 'spikeri', 'merve', 'dinçkol', 'önce', 'ki', 'gün', 'istanbul', 'havalimanında', 'görüntülendi']","['camda', 'ki', 'kız', 'dizi', 'tanı', 'feyyaz', 'şerifoğlu', 'italya', 'capri', 'ada', 'evlen', 'teklif', 'et', 'sevgili', 'kanal', 'd', 'haber', 'spiker', 'merve', 'dinçkol', 'önce', 'ki', 'gün', 'istanbul', 'havaliman', 'görüntülen']"
other,öğretmenlere iyi haber,milli eğitim bakanı yusuf tekinden öğretmene güzel haber geldi yıl öğretmenler için ikinci kez gerçekleştirecekleri il içi iller arası isteğe bağlı yer değiştirme başvurularının temmuzda başlayacağını bildiren bakan tekin öğretmenler odası buluş,neutral,negative,[0.13562825 0.8643717 ],[0.81267667 0.18732329],Haberturk.com,"['öğretmenlere', 'iyi', 'haber']","['öğretmen', 'iyi', 'haber']","['milli', 'eğitim', 'bakanı', 'yusuf', 'tekinden', 'öğretmene', 'güzel', 'haber', 'geldi', 'yıl', 'öğretmenler', 'için', 'ikinci', 'kez', 'gerçekleştirecekleri', 'il', 'içi', 'iller', 'arası', 'isteğe', 'bağlı', 'yer', 'değiştirme', 'başvurularının', 'temmuzda', 'başlayacağını', 'bildiren', 'bakan', 'tekin', 'öğretmenler', 'odası', 'buluş']","['milli', 'eğitim', 'bakan', 'yusuf', 'tekin', 'öğretmen', 'güzel', 'haber', 'gel', 'yıl', 'öğretmen', 'için', 'ikinci', 'kez', 'gerçekleş', 'il', 'iç', 'il', 'ara', 'istek', 'bağlı', 'yer', 'değiş', 'başvuru', 'temmuz', 'başla', 'bil', 'bakan', 'tekin', 'öğretmen', 'oda', 'buluş']"
other,emekli öğretmenden acı haber,balıkesirin erdek ilçesinde babası birlikte denizde yüzerken kaybolan yaşındaki emekli öğretmen banu şafak tutarın gün sonra kilometre uzaklıktaki bandırma ilçesine bağlı edincik altı sahilinde cansız bedeni bulundu iddiaya göre tutarın yüzer,negative,negative,[0.9862853  0.01371466],[0.9829229  0.01707715],Haberturk.com,"['emekli', 'öğretmenden', 'acı', 'haber']","['emekli', 'öğretmen', 'acı', 'haber']","['balıkesirin', 'erdek', 'ilçesinde', 'babası', 'birlikte', 'denizde', 'yüzerken', 'kaybolan', 'yaşında', 'ki', 'emekli', 'öğretmen', 'banu', 'şafak', 'tutarın', 'gün', 'sonra', 'kilometre', 'uzaklıkta', 'ki', 'bandırma', 'ilçesine', 'bağlı', 'edincik', 'altı', 'sahilinde', 'cansız', 'bedeni', 'bulundu', 'iddiaya', 'göre', 'tutarın', 'yüzer']","['balıkesir', 'erdek', 'ilçe', 'baba', 'birlikte', 'deniz', 'yüz', 'kaybol', 'yaş', 'ki', 'emekli', 'öğretmen', 'banu', 'şafak', 'tutar', 'gün', 'sonra', 'kilometre', 'uzaklık', 'ki', 'bandırma', 'ilçe', 'bağlı', 'edincik', 'altı', 'sahil', 'cansız', 'beden', 'bulun', 'iddia', 'göre', 'tutar', 'yüz']"
other,trt haber haber koordinatörü görmez abu haber grubu başkanı seçildi,trt haber haber koordinatörü ahmet görmez asya pasifik yayın birliği abu haber grubu başkanı seçildi anadolu ajansı,negative,negative,[0.77684414 0.22315586],[0.5548409 0.4451591],Anadolu Agency,"['trt', 'haber', 'haber', 'koordinatörü', 'görmez', 'abu', 'haber', 'grubu', 'başkanı', 'seçildi']","['trt', 'haber', 'haber', 'koordinatör', 'gör', 'abu', 'haber', 'grup', 'başkan', 'seç']","['trt', 'haber', 'haber', 'koordinatörü', 'ahmet', 'görmez', 'asya', 'pasifik', 'yayın', 'birliği', 'abu', 'haber', 'grubu', 'başkanı', 'seçildi', 'anadolu', 'ajansı']","['trt', 'haber', 'haber', 'koordinatör', 'ahmet', 'gör', 'asya', 'pasifik', 'yayın', 'birlik', 'abu', 'haber', 'grup', 'başkan', 'seç', 'anadolu', 'ajan']"
technology,facebook haber içeriğini engelleyecek,meta lisans ücreti ödememek için avustralyalılara haber içeriği paylaşmayı engellemeyi gündeme getirdiğini açıkladı facebookun sahibi metanın yaptığı açıklamaya hükümetin nasıl karşılık vereceği merakla bekleniyor,negative,negative,[0.9963347  0.00366537],[0.74044776 0.2595523 ],Haberturk.com,"['facebook', 'haber', 'içeriğini', 'engelleyecek']","['facebook', 'haber', 'içerik', 'engelle']","['meta', 'lisans', 'ücreti', 'ödememek', 'için', 'avustralyalılara', 'haber', 'içeriği', 'paylaşmayı', 'engellemeyi', 'gündeme', 'getirdiğini', 'açıkladı', 'facebookun', 'sahibi', 'metanın', 'yaptığı', 'açıklamaya', 'hükümetin', 'nasıl', 'karşılık', 'vereceği', 'merakla', 'bekleniyor']","['meta', 'lisans', 'ücret', 'öde', 'için', 'avustralyalı', 'haber', 'içerik', 'paylaş', 'engelle', 'gündem', 'getir', 'açıkla', 'facebook', 'sahip', 'metan', 'yap', 'açıkla', 'hükümet', 'nasıl', 'karşılık', 'ver', 'merak', 'bekle']"
sports,david alabadan kötü haber,ispanyol devi real madridde top koşturan avusturyalı yıldız david alabadan kötü haber geldi detaylar,negative,negative,[0.99704915 0.00295088],[0.9150035  0.08499657],Haberturk.com,"['david', 'alabadan', 'kötü', 'haber']","['david', 'alaba', 'kötü', 'haber']","['ispanyol', 'devi', 'real', 'madridde', 'top', 'koşturan', 'avusturyalı', 'yıldız', 'david', 'alabadan', 'kötü', 'haber', 'geldi', 'detaylar']","['ispanyol', 'devi', 'real', 'madri', 'top', 'koş', 'avusturyalı', 'yıldız', 'david', 'alaba', 'kötü', 'haber', 'gel', 'detay']"
sports,lionel messiden kötü haber,copa americada kez şampiyonluğa ulaşan arjantin milli takımının dünyaca ünlü yıldızı lionel messi kolombiya oynadıkları final maçında sakatlanması nedeniyle oyuna devam edememişti,negative,negative,[0.97938    0.02062001],[0.7834507  0.21654928],Haberturk.com,"['lionel', 'messiden', 'kötü', 'haber']","['lionel', 'messi', 'kötü', 'haber']","['copa', 'americada', 'kez', 'şampiyonluğa', 'ulaşan', 'arjantin', 'milli', 'takımının', 'dünyaca', 'ünlü', 'yıldızı', 'lionel', 'messi', 'kolombiya', 'oynadıkları', 'final', 'maçında', 'sakatlanması', 'nedeniyle', 'oyuna', 'devam', 'edememişti']","['copa', 'america', 'kez', 'şampiyonluk', 'ulaş', 'arjantin', 'milli', 'takım', 'dünyaca', 'ünlü', 'yıldız', 'lionel', 'messi', 'kolombi', 'oyna', 'final', 'maçında', 'sakatla', 'neden', 'oy', 'devam', 'et']"
other,orman müdürü şehit oldu bergamadan acı haber,izmir bergamanın çobanlar mahallesindeki ormanlık alanda çıkan yangın saat sonra kontrol altına alınırken acı haber geldi kamyonetle yangın bölgesine gitmeye çalışan bergama orman işletme müdürü şahin dönertaş geçirdiği kaza sonucu şehit oldu ulaş,negative,negative,[0.7580601  0.24193995],[0.9171618  0.08283816],Hurriyet.com.tr,"['orman', 'müdürü', 'şehit', 'oldu', 'bergamadan', 'acı', 'haber']","['orman', 'müdür', 'şehit', 'ol', 'bergama', 'acı', 'haber']","['izmir', 'bergamanın', 'çobanlar', 'mahallesinde', 'ki', 'ormanlık', 'alanda', 'çıkan', 'yangın', 'saat', 'sonra', 'kontrol', 'altına', 'alınırken', 'acı', 'haber', 'geldi', 'kamyonetle', 'yangın', 'bölgesine', 'gitmeye', 'çalışan', 'bergama', 'orman', 'işletme', 'müdürü', 'şahin', 'dönertaş', 'geçirdiği', 'kaza', 'sonucu', 'şehit', 'oldu', 'ulaş']","['izmir', 'bergama', 'çoban', 'mahalle', 'ki', 'ormanlık', 'alan', 'çık', 'yangı', 'saat', 'sonra', 'kontrol', 'alt', 'al', 'acı', 'haber', 'gel', 'kamyonet', 'yangı', 'bölge', 'git', 'çalış', 'berga', 'orman', 'işle', 'müdür', 'şahin', 'dönertaş', 'geçir', 'kaza', 'sonuç', 'şehit', 'ol', 'ulaş']"
other,yaşındaki çocuktan acı haber,mersinin tarsus ilçesinde sulama kanalında akıntıyla sürüklenen vatandaşlarca sudan çıkartılan yaşındaki cumali eren dalkıran kaldırıldığı hastanede hayatını kaybetti,negative,negative,[0.95340776 0.04659217],[0.9178224  0.08217756],Haberturk.com,"['yaşında', 'ki', 'çocuktan', 'acı', 'haber']","['yaş', 'ki', 'çocuk', 'acı', 'haber']","['mersinin', 'tarsus', 'ilçesinde', 'sulama', 'kanalında', 'akıntıyla', 'sürüklenen', 'vatandaşlarca', 'sudan', 'çıkartılan', 'yaşında', 'ki', 'cumali', 'eren', 'dalkıran', 'kaldırıldığı', 'hastanede', 'hayatını', 'kaybetti']","['mersi', 'tarsus', 'ilçe', 'sulam', 'kanal', 'akıntı', 'sürükle', 'vatandaş', 'su', 'çıkar', 'yaş', 'ki', 'cumal', 'er', 'dalkıran', 'kal', 'hastane', 'hayat', 'kaybet']"
other,yaşındaki aselnurdan acı haber,siirtte balkonda oyun oynayan yaşındaki aselnur çengel dengesini yitirince kattan düşerek yaşamını yitirdi,negative,negative,[0.9805958  0.01940421],[0.7647634  0.23523661],Haberturk.com,"['yaşında', 'ki', 'aselnurdan', 'acı', 'haber']","['yaş', 'ki', 'aselnur', 'acı', 'haber']","['siirtte', 'balkonda', 'oyun', 'oynayan', 'yaşında', 'ki', 'aselnur', 'çengel', 'dengesini', 'yitirince', 'kattan', 'düşerek', 'yaşamını', 'yitirdi']","['siirt', 'balkon', 'oyun', 'oyna', 'yaş', 'ki', 'aselnur', 'çengel', 'denge', 'yitir', 'kattan', 'düş', 'yaşam', 'yitir']"
other,bunaltan sıcaklarla ilgili kötü haber,son dakika hava durumu bunaltan sıcaklarla ilgili meteorolojiden yeni açıklama geldi buna göre marmara bölgesinde sıcaklıkların mevsim normallerinin derece üzerinde seyredeceği kaydedildi,negative,negative,[0.99473995 0.0052601 ],[0.8055041  0.19449596],Haberturk.com,"['bunaltan', 'sıcaklarla', 'ilgili', 'kötü', 'haber']","['bunal', 'sıcak', 'ilgili', 'kötü', 'haber']","['son', 'dakika', 'hava', 'durumu', 'bunaltan', 'sıcaklarla', 'ilgili', 'meteorolojiden', 'yeni', 'açıklama', 'geldi', 'buna', 'göre', 'marmara', 'bölgesinde', 'sıcaklıkların', 'mevsim', 'normallerinin', 'derece', 'üzerinde', 'seyredeceği', 'kaydedildi']","['son', 'dakika', 'hava', 'durum', 'bunal', 'sıcak', 'ilgili', 'meteoroloji', 'yeni', 'açıkla', 'gel', 'bu', 'göre', 'marmara', 'bölge', 'sıcaklık', 'mevsim', 'normal', 'derece', 'üzer', 'seyre', 'kaydet']"
other,açık kapı faciasında acı haber,edirnede sürücüsünün seyir halindeyken kapısını açtığı minibüsten düşen yaşındaki ufuk çelik gün sonra hayatını kaybetti,negative,negative,[0.9945527  0.00544738],[0.89003843 0.10996155],Haberturk.com,"['açık', 'kapı', 'faciasında', 'acı', 'haber']","['açık', 'kapı', 'facia', 'acı', 'haber']","['edirnede', 'sürücüsünün', 'seyir', 'halinde', 'yken', 'kapısını', 'açtığı', 'minibüsten', 'düşen', 'yaşında', 'ki', 'ufuk', 'çelik', 'gün', 'sonra', 'hayatını', 'kaybetti']","['edirne', 'sürücü', 'seyir', 'hal', 'i', 'kapı', 'aç', 'minibüs', 'düş', 'yaş', 'ki', 'ufuk', 'çelik', 'gün', 'sonra', 'hayat', 'kaybet']"
other,aras nehrinde kaybolan çocuktan acı haber,erzurumda dün aras nehrinde kaybolan yaşındaki vefa murat sevukun cansız bedenine ulaşılmıştı ekipler sabah yaşındaki yusuf özerin cansız bedenini buldu,negative,negative,[0.51988524 0.48011476],[0.94046336 0.05953666],Hurriyet.com.tr,"['aras', 'nehrinde', 'kaybolan', 'çocuktan', 'acı', 'haber']","['aras', 'nehir', 'kaybol', 'çocuk', 'acı', 'haber']","['erzurumda', 'dün', 'aras', 'nehrinde', 'kaybolan', 'yaşında', 'ki', 'vefa', 'murat', 'sevukun', 'cansız', 'bedenine', 'ulaşılmıştı', 'ekipler', 'sabah', 'yaşında', 'ki', 'yusuf', 'özerin', 'cansız', 'bedenini', 'buldu']","['erzur', 'dün', 'aras', 'nehir', 'kaybol', 'yaş', 'ki', 'vefa', 'murat', 'sevuk', 'cansız', 'beden', 'ulaş', 'ekip', 'sabah', 'yaş', 'ki', 'yusuf', 'özer', 'cansız', 'beden', 'bul']"
other,yaşındaki gençten acı haber,muğlanın fethiye ilçesine tatile gelen yaşındaki genç boğularak hayatını kaybetti,negative,negative,[0.98615855 0.01384148],[0.8532255  0.14677447],Haberturk.com,"['yaşında', 'ki', 'gençten', 'acı', 'haber']","['yaş', 'ki', 'genç', 'acı', 'haber']","['muğlanın', 'fethiye', 'ilçesine', 'tatile', 'gelen', 'yaşında', 'ki', 'genç', 'boğularak', 'hayatını', 'kaybetti']","['muğla', 'fethiye', 'ilçe', 'tatile', 'gel', 'yaş', 'ki', 'genç', 'boğ', 'hayat', 'kaybet']"
sports,milli takıma kötü haber,milli takımda portekiz maçında sarı kart gören abdülkerim bardakcı çekya maçında cezalı duruma düştü,negative,negative,[0.9674287  0.03257135],[0.9890646  0.01093542],Haberturk.com,"['milli', 'takıma', 'kötü', 'haber']","['milli', 'takım', 'kötü', 'haber']","['milli', 'takımda', 'portekiz', 'maçında', 'sarı', 'kart', 'gören', 'abdülkerim', 'bardak', 'cı', 'çekya', 'maçında', 'cezalı', 'duruma', 'düştü']","['milli', 'takım', 'portekiz', 'maçında', 'sarı', 'kart', 'gör', 'abdülkerim', 'bardak', 'ci', 'çekya', 'maçında', 'cezalı', 'durum', 'düş']"
entertainment,kullandığı tacı bile başkasına verdiler acaba an bile üzülmedi mi,ingiliz kraliyet ailesi yılın başlarından beri gerçekten zor günler yaşıyor önce kral charles ardından büyük oğlu prens williamın karısı galler prensesi kate kanser tedavisi göreceklerini açıkladı haber dünyayı kelimenin tam anlamıyla şoke etti,negative,negative,[0.80327487 0.19672514],[0.57241607 0.42758393],Hurriyet.com.tr,"['kullandığı', 'tacı', 'bile', 'başkasına', 'verdiler', 'acaba', 'an', 'bile', 'üzülmedi', 'mi']","['kullan', 'tacı', 'bile', 'başka', 'ver', 'acaba', 'an', 'bile', 'üz', 'mi']","['ingiliz', 'kraliyet', 'ailesi', 'yılın', 'başlarından', 'beri', 'gerçekten', 'zor', 'günler', 'yaşıyor', 'önce', 'kral', 'charles', 'ardından', 'büyük', 'oğlu', 'prens', 'williamın', 'karısı', 'galler', 'prensesi', 'kate', 'kanser', 'tedavisi', 'göreceklerini', 'açıkladı', 'haber', 'dünyayı', 'kelimenin', 'tam', 'anlamıyla', 'şoke', 'etti']","['ingiliz', 'kraliyet', 'aile', 'yıl', 'baş', 'beri', 'gerçekten', 'zor', 'gün', 'yaşa', 'önce', 'kral', 'charles', 'art', 'büyük', 'oğul', 'prens', 'william', 'karı', 'gal', 'prenses', 'kate', 'kanser', 'tedavi', 'gör', 'açıkla', 'haber', 'dünya', 'kelime', 'tam', 'anlam', 'şok', 'et']"
other,baraja düşen araçtaki çocuktan acı haber,bilecikin pazaryeri ilçesinde el freninin boşalması sonucu baraja düşen otomobildeki yaşındaki çocuk hayatını kaybetti,negative,negative,[0.8574101  0.14258987],[0.54520047 0.45479956],Haberturk.com,"['baraja', 'düşen', 'araçta', 'ki', 'çocuktan', 'acı', 'haber']","['baraj', 'düş', 'araç', 'ki', 'çocuk', 'acı', 'haber']","['bilecikin', 'pazaryeri', 'ilçesinde', 'el', 'freninin', 'boşalması', 'sonucu', 'baraja', 'düşen', 'otomobilde', 'ki', 'yaşında', 'ki', 'çocuk', 'hayatını', 'kaybetti']","['bilecikin', 'pazaryer', 'ilçe', 'el', 'freni', 'boşal', 'sonuç', 'baraj', 'düş', 'otomobil', 'ki', 'yaş', 'ki', 'çocuk', 'hayat', 'kaybet']"
technology,türksat adan yeni haber üçüncü ateşleme gerçekleşti,ulaştırma altyapı bakanı abdulkadir uraloğlu türksat anın uzay yolculuğunda ateşleme sürecinin başarıyla gerçekleştiğini duyurdu,negative,neutral,[0.89587766 0.10412236],[0.39583042 0.60416955],Haberturk.com,"['türksat', 'adan', 'yeni', 'haber', 'üçüncü', 'ateşleme', 'gerçekleşti']","['türksat', 'adan', 'yeni', 'haber', 'üçüncü', 'ateşle', 'gerçekleş']","['ulaştırma', 'altyapı', 'bakanı', 'abdulka', 'dir', 'uraloğlu', 'türksat', 'anın', 'uzay', 'yolculuğunda', 'ateşleme', 'sürecinin', 'başarıyla', 'gerçekleştiğini', 'duyurdu']","['ulaş', 'altyap', 'bakan', 'abdulka', 'i', 'uraloğlu', 'türksat', 'an', 'uzay', 'yolculuk', 'ateşle', 'süreç', 'başarı', 'gerçekleş', 'duy']"
other,istanbullulara iyi haber çalışma erken bitti,ibb haliç köprüsü metrobüs yolundaki asfalt yenileme çalışmasını bitirdi temmuz gecesi başlayan temmuzda sonlandırılması planlanan çalışma ekiplerin gayretiyle erken bitirildi d yolu haliç orta köprüsü kadıköy istikameti gece itibariyle,negative,negative,[0.626656  0.3733439],[0.9684691  0.03153092],Haberturk.com,"['istanbullulara', 'iyi', 'haber', 'çalışma', 'erken', 'bitti']","['istanbullu', 'iyi', 'haber', 'çalış', 'erken', 'bit']","['ibb', 'haliç', 'köprüsü', 'metrobüs', 'yolunda', 'ki', 'asfalt', 'yenileme', 'çalışmasını', 'bitirdi', 'temmuz', 'gecesi', 'başlayan', 'temmuzda', 'sonlandırılması', 'planlanan', 'çalışma', 'ekiplerin', 'gayretiyle', 'erken', 'bitirildi', 'd', 'yolu', 'haliç', 'orta', 'köprüsü', 'kadıköy', 'istikameti', 'gece', 'itibariyle']","['ibb', 'haliç', 'köprü', 'metrobüs', 'yol', 'ki', 'asfalt', 'yenilem', 'çalış', 'bitir', 'temmuz', 'gece', 'başla', 'temmuz', 'sonlan', 'planla', 'çalış', 'ekip', 'gayret', 'erken', 'bitir', 'd', 'yol', 'haliç', 'orta', 'köprü', 'kadıköy', 'istikamet', 'gece', 'itibari']"
other,baba vahşetinden ay sonra acı haber,kocaelide annesi ağabeyini baba vahşetinde kaybeden kendisi ağır yaralanan nurseda acardan acı haber geldi ay boyunca yaşam mücadelesi veren genç kız hayatını kaybetti,negative,negative,[0.944161   0.05583903],[0.9727465  0.02725343],Haberturk.com,"['baba', 'vahşetinden', 'ay', 'sonra', 'acı', 'haber']","['baba', 'vahşet', 'ay', 'sonra', 'acı', 'haber']","['kocaelide', 'annesi', 'ağabeyini', 'baba', 'vahşetinde', 'kaybeden', 'kendisi', 'ağır', 'yaralanan', 'nurseda', 'acardan', 'acı', 'haber', 'geldi', 'ay', 'boyunca', 'yaşam', 'mücadelesi', 'veren', 'genç', 'kız', 'hayatını', 'kaybetti']","['kocaeli', 'anne', 'ağabey', 'baba', 'vahşet', 'kaybet', 'kendi', 'ağır', 'yarala', 'nurse', 'acar', 'acı', 'haber', 'gel', 'ay', 'boyunca', 'yaşam', 'mücadele', 'ver', 'genç', 'kız', 'hayat', 'kaybet']"
other,siirtte süs havuzuna düşen yaşındaki çocuktan acı haber,siirtte evlerinin bahçesindeki süs havuzuna düşen yaşındaki ömer asaf pekedis hayatını kaybetti,neutral,negative,[0.36888087 0.63111913],[0.77768797 0.2223121 ],Hurriyet.com.tr,"['siirtte', 'süs', 'havuzuna', 'düşen', 'yaşında', 'ki', 'çocuktan', 'acı', 'haber']","['siirt', 'süs', 'havuz', 'düş', 'yaş', 'ki', 'çocuk', 'acı', 'haber']","['siirtte', 'evlerinin', 'bahçesinde', 'ki', 'süs', 'havuzuna', 'düşen', 'yaşında', 'ki', 'ömer', 'asaf', 'pekedis', 'hayatını', 'kaybetti']","['siirt', 'ev', 'bahçe', 'ki', 'süs', 'havuz', 'düş', 'yaş', 'ki', 'ömer', 'asaf', 'pekedis', 'hayat', 'kaybet']"
other,sarıyerde denizde kaybolmuştu acı haber ersin oralın cansız bedenine ulaşıldı,istanbulda sarıyer kısırkaya plajında denize girdikten sonra denizde kaybolan yaşındaki ersin oralın cenazesine ulaşıldı,neutral,negative,[0.4956244 0.5043756],[0.75725055 0.24274948],Hurriyet.com.tr,"['sarıyerde', 'denizde', 'kaybolmuştu', 'acı', 'haber', 'ersin', 'oralın', 'cansız', 'bedenine', 'ulaşıldı']","['sarı', 'deniz', 'kaybol', 'acı', 'haber', 'ersin', 'oral', 'cansız', 'beden', 'ulaş']","['istanbulda', 'sarıyer', 'kısırkaya', 'plajında', 'denize', 'girdikten', 'sonra', 'denizde', 'kaybolan', 'yaşında', 'ki', 'ersin', 'oralın', 'cenazesine', 'ulaşıldı']","['istanbulda', 'sarıyer', 'kısırka', 'plaj', 'deniz', 'gir', 'sonra', 'deniz', 'kaybol', 'yaş', 'ki', 'ersin', 'oral', 'cenaze', 'ulaş']"
other,kendisini bıçaklayan oğlundan şikayetçi olmamıştı acı haber geldi,bursada psikoloji sorunları olduğu iddia edilen yakup demirboğa annesi gülçin demirboğa evdeyken onu başka kadın yatakta gördüm diyerek babası süleyman demirboğayı karnından bıçakladı polise verdiği ifadede oğlundan şikayetçi ol,neutral,negative,[0.40330073 0.5966993 ],[0.98541313 0.01458683],Hurriyet.com.tr,"['kendisini', 'bıçaklayan', 'oğlundan', 'şikayetçi', 'olmamıştı', 'acı', 'haber', 'geldi']","['kendi', 'bıçakla', 'oğul', 'şikayetçi', 'ol', 'acı', 'haber', 'gel']","['bursada', 'psikoloji', 'sorunları', 'olduğu', 'iddia', 'edilen', 'yakup', 'demirboğa', 'annesi', 'gülçin', 'demirboğa', 'evdeyken', 'onu', 'başka', 'kadın', 'yatakta', 'gördüm', 'diyerek', 'babası', 'süleyman', 'demirboğayı', 'karnından', 'bıçakladı', 'polise', 'verdiği', 'ifadede', 'oğlundan', 'şikayet', 'çi', 'ol']","['bursa', 'psikoloji', 'sorun', 'ol', 'iddia', 'et', 'Yakup', 'demirboğ', 'anne', 'gülçin', 'demirboğ', 'evdeyken', 'o', 'başka', 'kadın', 'yatak', 'gör', 'de', 'baba', 'süleyman', 'demirboğa', 'karın', 'bıçakla', 'polis', 'ver', 'ifade', 'oğul', 'şikayet', 'çi', 'ol']"
