category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
technology,son dakika bakan kacır cnn türke soruları yanıtlıyor uydu üretiminde ilk deyiz,1,son dakika haberi sanayi teknoloji bakanı mehmet fatih kacır cnn türk ekranlarında soruları yanıtlıyor uydu üretiminde ilk deyiz diyen bakan kacır türksat anın ateşleme sürecinin başladığını duyurdu öte yandan bakan kacır byd heyeti anlaş,"['son', 'dakika', 'bakan', 'kacır', 'cnn', 'türke', 'soruları', 'yanıtlıyor', 'uydu', 'üretiminde', 'ilk', 'deyiz']","['son', 'dakika', 'bakan', 'kacır', 'cin', 'türke', 'soru', 'yanıtla', 'uy', 'üretim', 'ilk', 'deyiz']","['son', 'dakika', 'haberi', 'sanayi', 'teknoloji', 'bakanı', 'mehmet', 'fatih', 'kacır', 'cnn', 'türk', 'ekranlarında', 'soruları', 'yanıtlıyor', 'uydu', 'üretiminde', 'ilk', 'deyiz', 'diyen', 'bakan', 'kacır', 'türksat', 'anın', 'ateşleme', 'sürecinin', 'başladığını', 'duyurdu', 'öte', 'yandan', 'bakan', 'kacır', 'byd', 'heyeti', 'anlaş']","['son', 'dakika', 'haber', 'sana', 'teknoloji', 'bakan', 'mehmet', 'fatih', 'kacır', 'cin', 'türk', 'ekran', 'soru', 'yanıtla', 'uy', 'üretim', 'ilk', 'deyiz', 'de', 'bakan', 'kacır', 'türksat', 'an', 'ateşle', 'süreç', 'başla', 'duy', 'öte', 'yan', 'bakan', 'kacır', 'byd', 'heyet', 'anlaş']"
other,son dakika kurye ata emre akmanı yerinden bıçaklayarak öldürmüştü cezası belli oldu,1,balıkesirde zincir restoranda kurye olarak çalışan üniversite öğrencisi ata emre akmanı yerinden bıçaklayarak öldüren erdoğan özdemire önce ağırlaştırılmış müebbet hapis cezası verildi sanık yaşında olduğu için cezası yıla düşürüldü aynı d,"['son', 'dakika', 'kurye', 'ata', 'emre', 'akmanı', 'yerinden', 'bıçaklayarak', 'öldürmüştü', 'cezası', 'belli', 'oldu']","['son', 'dakika', 'kurye', 'ata', 'emre', 'akman', 'yer', 'bıçakla', 'öl', 'ceza', 'belli', 'ol']","['balıkesirde', 'zincir', 'restoranda', 'kurye', 'olarak', 'çalışan', 'üniversite', 'öğrencisi', 'ata', 'emre', 'akmanı', 'yerinden', 'bıçaklayarak', 'öldüren', 'erdoğan', 'özdemire', 'önce', 'ağırlaştırılmış', 'müebbet', 'hapis', 'cezası', 'verildi', 'sanık', 'yaşında', 'olduğu', 'için', 'cezası', 'yıla', 'düşürüldü', 'aynı', 'd']","['balıkesir', 'zincir', 'restoran', 'kurye', 'olarak', 'çalış', 'üniversite', 'öğrenci', 'ata', 'emre', 'akman', 'yer', 'bıçakla', 'öl', 'erdoğan', 'özdemir', 'önce', 'ağırlaş', 'müebbet', 'hapis', 'ceza', 'ver', 'sanık', 'yaş', 'ol', 'için', 'ceza', 'yıl', 'düşür', 'aynı', 'd']"
other,son dakika haberi izmirde orman yangını adnan menderes havalimanı uçak seferleri normale döndü,1,son dakika haberi izmirin gaziemir buca ilçeleri arasında çıkan orman yangınına müdahale sürüyor yangının adnan menderes havalimanına yakın konumda olması yükselen duman nedeniyle aksayan uçak seferleri normale döndü izmirin buca ilçesindeki orma,"['son', 'dakika', 'haberi', 'izmirde', 'orman', 'yangını', 'adnan', 'menderes', 'havalimanı', 'uçak', 'seferleri', 'normale', 'döndü']","['son', 'dakika', 'haber', 'izmirde', 'orman', 'yangı', 'adnan', 'menderes', 'havaliman', 'uçak', 'sefer', 'normale', 'dön']","['son', 'dakika', 'haberi', 'izmirin', 'gaziemir', 'buca', 'ilçeleri', 'arasında', 'çıkan', 'orman', 'yangınına', 'müdahale', 'sürüyor', 'yangının', 'adnan', 'menderes', 'havalimanına', 'yakın', 'konumda', 'olması', 'yükselen', 'duman', 'nedeniyle', 'aksayan', 'uçak', 'seferleri', 'normale', 'döndü', 'izmirin', 'buca', 'ilçesinde', 'ki', 'orma']","['son', 'dakika', 'haber', 'izmirin', 'gaziemir', 'buca', 'ilçe', 'ara', 'çık', 'orman', 'yangı', 'müdahale', 'sür', 'yangı', 'adnan', 'menderes', 'havaliman', 'yakın', 'konum', 'ol', 'yüksel', 'duman', 'neden', 'aksa', 'uçak', 'sefer', 'normale', 'dön', 'izmirin', 'cuca', 'ilçe', 'ki', 'orma']"
politics,son dakika haberi atama kararları resmi gazetede ilin valisi değişti,1,cumhurbaşkanlığı tarafından yapılan atamalar resmi gazetede yayımlandı diyarbakır valiliğine murat zoroğlu malatya valiliğine seddar yavuz atandı,"['son', 'dakika', 'haberi', 'atama', 'kararları', 'resmi', 'gazetede', 'ilin', 'valisi', 'değişti']","['son', 'dakika', 'haber', 'at', 'karar', 'resmi', 'gazete', 'il', 'vali', 'değiş']","['cumhurbaşkanlığı', 'tarafından', 'yapılan', 'atamalar', 'resmi', 'gazetede', 'yayımlandı', 'diyarbakır', 'valiliğine', 'murat', 'zoroğlu', 'malatya', 'valiliğine', 'seddar', 'yavuz', 'atandı']","['cumhurbaşkanlığı', 'taraf', 'yap', 'ata', 'resmi', 'gazete', 'yayımla', 'diyarbakır', 'valilik', 'murat', 'zoroğlu', 'malatya', 'valilik', 'seddar', 'yavuz', 'at']"
politics,son dakika haberi dünyanın gözü abdde cumhurbaşkanı erdoğan nato zirvesine katılıyor,1,dünyanın gözü abdnin başkenti washingtonda düzenlenen nato zirvesinde cumhurbaşkanı erdoğanın katılım sağladığı nato zirvesinde liderler araya geldi,"['son', 'dakika', 'haberi', 'dünyanın', 'gözü', 'abdde', 'cumhurbaşkanı', 'erdoğan', 'nato', 'zirvesine', 'katılıyor']","['son', 'dakika', 'haber', 'dünya', 'göz', 'abdde', 'cumhurbaşkanı', 'erdoğan', 'nato', 'zirve', 'kat']","['dünyanın', 'gözü', 'abdnin', 'başkenti', 'washingtonda', 'düzenlenen', 'nato', 'zirvesinde', 'cumhurbaşkanı', 'erdoğanın', 'katılım', 'sağladığı', 'nato', 'zirvesinde', 'liderler', 'araya', 'geldi']","['dünya', 'göz', 'abdn', 'başkent', 'washington', 'düzenle', 'nato', 'zirve', 'cumhurbaşkanı', 'erdoğan', 'katılım', 'sağla', 'nato', 'zirve', 'lider', 'ara', 'gel']"
politics,son dakika cumhurbaşkanı erdoğandan abdde dönüşü önemli açıklamalar suriyede barış en bize fayda sağlayacak,1,son dakika haberi cumhurbaşkanı erdoğan abdde düzenlenen natonun kuruluş yıl dönümü törenleri dönüşü uçakta gazetecilerin gündeme ilişkin sorularını yanıtladı abdde yapılan f savaş uçağı anlaşmasına ilişkin soruyu yanıtlayan erdoğan bizim,"['son', 'dakika', 'cumhurbaşkanı', 'erdoğandan', 'abdde', 'dönüşü', 'önem', 'li', 'açıklamalar', 'suriyede', 'barış', 'en', 'bize', 'fayda', 'sağlayacak']","['son', 'dakika', 'cumhurbaşkanı', 'erdoğan', 'abdde', 'dönüş', 'önem', 'li', 'açıkla', 'suriye', 'barış', 'en', 'biz', 'fayda', 'sağla']","['son', 'dakika', 'haberi', 'cumhurbaşkanı', 'erdoğan', 'abdde', 'düzenlenen', 'natonun', 'kuruluş', 'yıl', 'dönümü', 'törenleri', 'dönüşü', 'uçakta', 'gazetecilerin', 'gündeme', 'ilişkin', 'sorularını', 'yanıtladı', 'abdde', 'yapılan', 'f', 'savaş', 'uçağı', 'anlaşmasına', 'ilişkin', 'soruyu', 'yanıtlayan', 'erdoğan', 'bizim']","['son', 'dakika', 'haber', 'cumhurbaşkanı', 'erdoğan', 'abdde', 'düzenle', 'naton', 'kuruluş', 'yıl', 'dönüm', 'tören', 'dönüş', 'uçak', 'gazeteci', 'gündem', 'ilişkin', 'soru', 'yanıtla', 'abdde', 'yap', 'f', 'savaş', 'uçak', 'anlaşma', 'ilişkin', 'soru', 'yanıtla', 'erdoğan', 'biz']"
politics,son dakika msb açıkladı irakın kuzeyine hava harekatı terör hedefi imha edildi,1,milli savunma bakanlığı irakın kuzeyine gerçekleştirilen hava harekatında terör hedefinin imha edildiğini duyurdu,"['son', 'dakika', 'msb', 'açıkladı', 'irakın', 'kuzeyine', 'hava', 'harekatı', 'terör', 'hedefi', 'imha', 'edildi']","['son', 'dakika', 'msb', 'açıkla', 'irakın', 'kuzey', 'hava', 'harekat', 'terör', 'hedef', 'imha', 'et']","['milli', 'savunma', 'bakanlığı', 'irakın', 'kuzeyine', 'gerçekleştirilen', 'hava', 'harekatında', 'terör', 'hedefinin', 'imha', 'edildiğini', 'duyurdu']","['milli', 'savun', 'bakanlık', 'irak', 'kuzey', 'gerçekleştirilen', 'hava', 'harekat', 'terör', 'hedef', 'imha', 'et', 'duy']"
other,kayıp olarak aranıyordu araçta ölü bulundular,1,son dakika elazığda yaşanan dehşette i kadın kişi otomobilde ölü bulundu olayda halil çetinin dün yakınlarının kayıp başvurusunda bulunduğu rukiye yıldırımı vurduktan sonra aynı silahla hayatına son verdiği şüphesi üzerinde duruluyor,"['kayıp', 'olarak', 'aranıyordu', 'araçta', 'ölü', 'bulundular']","['kayıp', 'olarak', 'ara', 'araç', 'ölü', 'bulun']","['son', 'dakika', 'elazığda', 'yaşanan', 'dehşette', 'i', 'kadın', 'kişi', 'otomobilde', 'ölü', 'bulundu', 'olayda', 'halil', 'çetinin', 'dün', 'yakınlarının', 'kayıp', 'başvurusunda', 'bulunduğu', 'rukiye', 'yıldırımı', 'vurduktan', 'sonra', 'aynı', 'silahla', 'hayatına', 'son', 'verdiği', 'şüphesi', 'üzerinde', 'duruluyor']","['son', 'dakika', 'elazığ', 'yaşa', 'dehşet', 'i', 'kadın', 'kişi', 'otomobil', 'ölü', 'bulun', 'olay', 'halil', 'çet', 'dün', 'yakın', 'kayıp', 'başvuru', 'bulun', 'rukiye', 'yıldırım', 'vur', 'sonra', 'aynı', 'silah', 'hayat', 'son', 'ver', 'şüphe', 'üzer', 'dur']"
other,rüzgar yağmur sıcak uyarısı,1,son dakika haberleri meteorolojiden yapılan son hava durumu tahminlerine göre doğu karadenizin iç kesimlerinde yağmur geçişleri görülürken marmarada poyraz etkili olacak hava sıcaklıkları karadenizde ila derece artarken bölgelerde önemli b,"['rüzgar', 'yağmur', 'sıcak', 'uyarısı']","['rüzgar', 'yağmur', 'sıcak', 'uyarı']","['son', 'dakika', 'haberleri', 'meteorolojiden', 'yapılan', 'son', 'hava', 'durumu', 'tahminlerine', 'göre', 'doğu', 'karadenizin', 'iç', 'kesimlerinde', 'yağmur', 'geçişleri', 'görülürken', 'marmarada', 'poyraz', 'etkili', 'olacak', 'hava', 'sıcaklıkları', 'karadenizde', 'ila', 'derece', 'artarken', 'bölgelerde', 'önem', 'li', 'b']","['son', 'dakika', 'haber', 'meteoroloji', 'yap', 'son', 'hava', 'durum', 'tahmin', 'göre', 'doğu', 'karade', 'iç', 'kesim', 'yağmur', 'geçiş', 'gör', 'marmara', 'poyraz', 'etkili', 'ol', 'hava', 'sıcaklık', 'karade', 'ila', 'derece', 'art', 'bölge', 'önem', 'li', 'b']"
other,eylem tok oğlu böyle yakalandı,1,son dakika flaş görüntü istanbul eyüpsultanda ölümlü kaza sonrası abdye kaçan eylem tok oğlu timur cihantimurun gözaltına alınma görüntüleri ortaya çıktı,"['eylem', 'tok', 'oğlu', 'böyle', 'yakalandı']","['eylem', 'tok', 'oğul', 'böyle', 'yakalan']","['son', 'dakika', 'flaş', 'görüntü', 'istanbul', 'eyüpsultanda', 'ölümlü', 'kaza', 'sonrası', 'abdye', 'kaçan', 'eylem', 'tok', 'oğlu', 'timur', 'cihantimurun', 'gözaltına', 'alınma', 'görüntüleri', 'ortaya', 'çıktı']","['son', 'dakika', 'flaş', 'görüntü', 'istanbul', 'eyüpsultan', 'ölümlü', 'kaza', 'sonra', 'abdye', 'kaç', 'eylem', 'tok', 'oğul', 'timur', 'cihantimur', 'gözaltı', 'al', 'görüntü', 'orta', 'çık']"
other,rizede sağanak sonrası sel,1,son dakika rizede şiddetli sağanak sele yol açtı kentin pazar ilçesinde yollar göle döndü karadeniz sahil yolunun bazı bölümlerinde su birikintileri meydana geldi,"['rizede', 'sağanak', 'sonrası', 'sel']","['rize', 'sağanak', 'sonra', 'sel']","['son', 'dakika', 'rizede', 'şiddet', 'li', 'sağanak', 'sele', 'yol', 'açtı', 'kentin', 'pazar', 'ilçesinde', 'yollar', 'göle', 'döndü', 'karadeniz', 'sahil', 'yolunun', 'bazı', 'bölümlerinde', 'su', 'birikintileri', 'meydana', 'geldi']","['son', 'dakika', 'rize', 'şiddet', 'li', 'sağanak', 'sel', 'yol', 'aç', 'kent', 'pazar', 'ilçe', 'yol', 'göl', 'dön', 'karade', 'sahil', 'yol', 'bazı', 'bölüm', 'su', 'birikinti', 'meydan', 'gel']"
other,beton pompası kırıldı feci ölüm,1,son dakika haberleri mardinin merkez artuklu ilçesinde beton pompasının kırılan kolunun altında kalan işçi yaşındaki eşref k yaşamını yitirdi olayla ilgili soruşturma başlatıldı,"['beton', 'pompası', 'kırıldı', 'feci', 'ölüm']","['beton', 'pompa', 'kır', 'feci', 'ölüm']","['son', 'dakika', 'haberleri', 'mardinin', 'merkez', 'artuklu', 'ilçesinde', 'beton', 'pompasının', 'kırılan', 'kolunun', 'altında', 'kalan', 'işçi', 'yaşında', 'ki', 'eşref', 'k', 'yaşamını', 'yitirdi', 'olayla', 'ilgili', 'soruşturma', 'başlatıldı']","['son', 'dakika', 'haber', 'mardi', 'merkez', 'artuklu', 'ilçe', 'beton', 'pompa', 'kır', 'kol', 'alt', 'kal', 'işçi', 'yaş', 'ki', 'eşref', 'k', 'yaşam', 'yitir', 'ol', 'ilgili', 'soruşturma', 'başla']"
other,ilçede havai fişek kullanımı yasaklandı,1,son dakika haberi mersinin anamur ilçesinde düğün nişan özel günlerde havai fişek kullanımı yasaklandı gürültü kirliliği nedeniyle alınan karar oy birliğiyle kabul edildi,"['ilçede', 'havai', 'fişek', 'kullanımı', 'yasaklandı']","['ilçe', 'havai', 'fişek', 'kullanım', 'yasaklan']","['son', 'dakika', 'haberi', 'mersinin', 'anamur', 'ilçesinde', 'düğün', 'nişan', 'özel', 'günlerde', 'havai', 'fişek', 'kullanımı', 'yasaklandı', 'gürültü', 'kirliliği', 'nedeniyle', 'alınan', 'karar', 'oy', 'birliğiyle', 'kabul', 'edildi']","['son', 'dakika', 'haber', 'mersi', 'anamur', 'ilçe', 'düğün', 'nişan', 'özel', 'gün', 'havai', 'fişek', 'kullanım', 'yasaklan', 'gürültü', 'kirlilik', 'neden', 'al', 'karar', 'oy', 'birlik', 'kabul', 'et']"
other,tatilciler dönüş yolunda,1,son dakika trafik durumu günlük kurban bayramı tatilinin sona ermesine saatler kala tatilciler dönüş yoluna geçti tekirdağistanbul yolunda uzun araç kuyrukları oluşmaya başladı,"['tatilciler', 'dönüş', 'yolunda']","['tatilci', 'dönüş', 'yol']","['son', 'dakika', 'trafik', 'durumu', 'günlük', 'kurban', 'bayramı', 'tatilinin', 'sona', 'ermesine', 'saatler', 'kala', 'tatilciler', 'dönüş', 'yoluna', 'geçti', 'tekirdağistanbul', 'yolunda', 'uzun', 'araç', 'kuyrukları', 'oluşmaya', 'başladı']","['son', 'dakika', 'trafik', 'durum', 'günlük', 'kurban', 'bayra', 'tatil', 'son', 'er', 'saat', 'kala', 'tatilci', 'dönüş', 'yol', 'geç', 'tekirdağistanbul', 'yol', 'uzun', 'araç', 'kuyruk', 'oluş', 'başla']"
other,tekne battı facia yaşandı,1,son dakika konyada bulunan beyşehir gölünde tekne alabora oldu can pazarının yaşandığı anlarda kişi kurtuldu kişi ise hayatını kaybetti,"['tekne', 'battı', 'facia', 'yaşandı']","['tekne', 'bat', 'facia', 'yaşa']","['son', 'dakika', 'konyada', 'bulunan', 'beyşehir', 'gölünde', 'tekne', 'alabora', 'oldu', 'can', 'pazarının', 'yaşandığı', 'anlarda', 'kişi', 'kurtuldu', 'kişi', 'ise', 'hayatını', 'kaybetti']","['son', 'dakika', 'konya', 'bulun', 'beyşehir', 'göl', 'tekne', 'alabor', 'ol', 'can', 'pazar', 'yaşa', 'an', 'kişi', 'kurtul', 'kişi', 'i', 'hayat', 'kaybet']"
other,evini taşlayan damadını öldürdü,1,son dakika istanbul esenlerde orhan d kapısına dayanan evini taşlayan damadı salih macata kurşun yağdırdı macat hayatını kaybederken şüpheli yakalanarak gözaltına alındı,"['evini', 'taşlayan', 'damadını', 'öldürdü']","['ev', 'taşla', 'damat', 'öl']","['son', 'dakika', 'istanbul', 'esenlerde', 'orhan', 'd', 'kapısına', 'dayanan', 'evini', 'taşlayan', 'damadı', 'salih', 'macata', 'kurşun', 'yağdırdı', 'macat', 'hayatını', 'kaybederken', 'şüpheli', 'yakalanarak', 'gözaltına', 'alındı']","['son', 'dakika', 'istanbul', 'esen', 'orhan', 'd', 'kapı', 'dayan', 'ev', 'taşla', 'damat', 'salih', 'macat', 'kurşun', 'yağ', 'macat', 'hayat', 'kaybet', 'şüpheli', 'yakala', 'gözaltı', 'al']"
other,arkadaşını taşla öldürdü,1,son dakika haberler elazığda tartıştığı arkadaşı yaşındaki yunus taşı başına taşla vurarak öldürdü olay sonrası kaçan yakalanıp gözaltına alındı denin emniyetteki işlemleri sürüyor,"['arkadaşını', 'taşla', 'öldürdü']","['arkadaş', 'taşla', 'öl']","['son', 'dakika', 'haberler', 'elazığda', 'tartıştığı', 'arkadaşı', 'yaşında', 'ki', 'yunus', 'taşı', 'başına', 'taşla', 'vurarak', 'öldürdü', 'olay', 'sonrası', 'kaçan', 'yakalanıp', 'gözaltına', 'alındı', 'denin', 'emniyette', 'ki', 'işlemleri', 'sürüyor']","['son', 'dakika', 'haber', 'elazığ', 'tartış', 'arkadaş', 'yaş', 'ki', 'yunus', 'taşı', 'baş', 'taş', 'vur', 'öl', 'olay', 'sonra', 'kaç', 'yakalan', 'gözaltı', 'al', 'denin', 'emniyet', 'ki', 'işlem', 'sür']"
politics,nyt fotoğrafçısı kurşunu görüntüledi,1,son dakika abd başkan adayı trumpa yönelik suikast girişiminde dikkat çeken görüntü ortaya çıktı new york times fotoğrafçısı doug mills trumpın hemen yanından geçen kurşunu görüntülemeyi başardı,"['nyt', 'fotoğrafçısı', 'kurşunu', 'görüntüledi']","['nyt', 'fotoğrafçı', 'kurşun', 'görüntüle']","['son', 'dakika', 'abd', 'başkan', 'adayı', 'trumpa', 'yönelik', 'suikast', 'girişiminde', 'dikkat', 'çeken', 'görüntü', 'ortaya', 'çıktı', 'new', 'york', 'times', 'fotoğrafçısı', 'doug', 'mills', 'trumpın', 'hemen', 'yanından', 'geçen', 'kurşunu', 'görüntülemeyi', 'başardı']","['son', 'dakika', 'abd', 'başkan', 'aday', 'Srumpa', 'yönelik', 'suikast', 'girişim', 'dikkat', 'çek', 'görüntü', 'orta', 'çık', 'new', 'york', 'times', 'fotoğrafçı', 'doug', 'mills', 'trump', 'hemen', 'yan', 'geç', 'kurşun', 'görün', 'başar']"
other,marinada feci kaza tekne bot çarpıştı denize düştü,1,son dakika haberi istanbulda marinada tekne botun çarpışması sonucu denize düşen yaşındaki selçuk mahanoğlunun cansız bedenine ulaşıldı mahanoğlunun cenazesi adli tıp kurumuna kaldırıldı soruşturma sürüyor,"['marinada', 'feci', 'kaza', 'tekne', 'bot', 'çarpıştı', 'denize', 'düştü']","['marina', 'feci', 'kaza', 'tekne', 'bot', 'çarpış', 'deniz', 'düş']","['son', 'dakika', 'haberi', 'istanbulda', 'marinada', 'tekne', 'botun', 'çarpışması', 'sonucu', 'denize', 'düşen', 'yaşında', 'ki', 'selçuk', 'mahanoğlunun', 'cansız', 'bedenine', 'ulaşıldı', 'mahanoğlunun', 'cenazesi', 'adli', 'tıp', 'kurumuna', 'kaldırıldı', 'soruşturma', 'sürüyor']","['son', 'dakika', 'haber', 'istanbul', 'marina', 'tekne', 'botun', 'çarpış', 'sonuç', 'deniz', 'düş', 'yaş', 'ki', 'selçuk', 'mahanoğlu', 'cansız', 'beden', 'ulaş', 'mahanoğlun', 'cenaze', 'adli', 'tıp', 'kurum', 'kal', 'soruşturma', 'sür']"
other,van gölünde facia can kayıpları var,1,son dakika haberi van gölünde tam facia yaşandı göle serinlemek için giren arkadaş kayboldu yapılan aramada müslüm ülgen serhat elçinin cansız bedenlerine ulaşıldı,"['van', 'gölünde', 'facia', 'can', 'kayıpları', 'var']","['van', 'göl', 'facia', 'can', 'kayıp', 'var']","['son', 'dakika', 'haberi', 'van', 'gölünde', 'tam', 'facia', 'yaşandı', 'göle', 'serinlemek', 'için', 'giren', 'arkadaş', 'kayboldu', 'yapılan', 'aramada', 'müslüm', 'ülgen', 'serhat', 'elçinin', 'cansız', 'bedenlerine', 'ulaşıldı']","['son', 'dakika', 'haber', 'van', 'göl', 'tam', 'facia', 'yaşa', 'göl', 'ser', 'için', 'gir', 'arkadaş', 'kaybol', 'yap', 'arama', 'müslüm', 'ülgen', 'serhat', 'elçi', 'cansız', 'beden', 'ulaş']"
politics,imamoğluna saldırı davasında karar,1,son dakika ibb başkanı imamoğluna erzurum mitinginde taşlı saldırıda bulundukları iddiasıyla yargılanan sanığa ay şar gün hapis cezası verildi,"['imamoğluna', 'saldırı', 'davasında', 'karar']","['imamoğlun', 'saldır', 'dava', 'karar']","['son', 'dakika', 'ibb', 'başkanı', 'imamoğluna', 'erzurum', 'mitinginde', 'taşlı', 'saldırıda', 'bulundukları', 'iddiasıyla', 'yargılanan', 'sanığa', 'ay', 'şar', 'gün', 'hapis', 'cezası', 'verildi']","['son', 'dakika', 'ibb', 'başkan', 'imamoğluna', 'erzurum', 'miting', 'taşlı', 'saldırı', 'bulun', 'iddia', 'yargıla', 'sanık', 'ay', 'şar', 'gün', 'hapis', 'ceza', 'ver']"
other,karabükte yol çöktü demiryolu ulaşıma kapandı,1,son dakika karabükte d kara yolunun metrelik kısmında çökme meydana geldi çöken bölgeden akan toprak nedeniyle karabük çankırı demir yolunu ulaşıma kapandı,"['karabükte', 'yol', 'çöktü', 'demiryolu', 'ulaşıma', 'kapandı']","['karabük', 'yol', 'çök', 'demiryolu', 'ulaşım', 'kapa']","['son', 'dakika', 'karabükte', 'd', 'kara', 'yolunun', 'metrelik', 'kısmında', 'çökme', 'meydana', 'geldi', 'çöken', 'bölgeden', 'akan', 'toprak', 'nedeniyle', 'karabük', 'çankırı', 'demir', 'yolunu', 'ulaşıma', 'kapandı']","['son', 'dakika', 'karabük', 'd', 'kara', 'yol', 'metrelik', 'kısım', 'çök', 'meydan', 'gel', 'çök', 'bölge', 'ak', 'toprak', 'neden', 'karabük', 'çankırı', 'demir', 'yol', 'ulaşım', 'kapa']"
